departamento;provincia;distrito;ubigeo;tmean;tmax;tmin;humr;ptot;ano;semana
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.7;12;5;91;20.9;2022;7
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.9;12.3;4.9;91.8;15.5;2022;8
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8;12.3;5.1;91.9;15.6;2022;9
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.2;11.2;4.8;94.6;7.1;2022;10
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7;11.6;3.7;90;1.3;2022;11
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.5;13;5.5;90.1;15.1;2022;12
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.1;12.3;4.7;90.6;14.2;2022;13
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.5;12.7;5.2;87.6;9.2;2022;14
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.7;14.1;1.1;80.3;0.3;2022;15
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.6;13.2;2.6;84.5;1;2022;16
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.3;13.4;3.6;83;4.9;2022;17
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.2;13.2;3.4;84.1;1.9;2022;18
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.2;13;2.2;76.2;0;2022;19
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.6;13.4;2.3;68.7;0.2;2022;20
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;6.1;12.8;-0.5;66.4;0;2022;21
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;6.9;12.5;2.3;62.4;2;2022;22
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;5.5;12.2;-1.3;68.2;0;2022;23
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;5.7;12.9;-1.4;54.8;0;2022;24
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;6.9;13;1;53.1;0.6;2022;25
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.1;14.1;0.2;63.3;0.4;2022;26
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.7;14.4;1.2;59.7;0.8;2022;27
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7;13.4;0.8;53.8;0;2022;28
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.6;14.1;1.2;58.1;0;2022;29
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.7;14.6;1.2;56.6;0.3;2022;30
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;6.9;13.3;0.8;62.4;0.2;2022;31
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8;13.4;2.8;64.3;2;2022;32
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.2;14.1;0.6;61.4;0.2;2022;33
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.4;13.9;0.6;67.4;0.7;2022;34
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8;13.5;3;67.5;1.3;2022;35
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.4;14.1;3;60.9;1.3;2022;36
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.9;13.8;2.3;59.1;0.5;2022;37
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.8;14.6;0.4;60;0.5;2022;38
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.2;14.7;-1;54.2;0.1;2022;39
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.5;13.5;1.7;68.9;5.1;2022;40
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.1;14;0.1;65.9;0.5;2022;41
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.6;14.2;1.1;64.6;0;2022;42
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.9;14.7;1.1;62.4;0.6;2022;43
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.2;14.7;2.2;66;1.6;2022;44
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.4;13.5;1.4;68.3;1.8;2022;45
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;9;15.1;3;69.5;3.6;2022;46
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.3;13.6;3.6;76.2;1.6;2022;47
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;6.7;11.9;2.1;83.4;1.6;2022;48
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.1;12;2.9;84.4;4.9;2022;49
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.8;11.8;5.1;91.1;17.7;2022;50
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.9;12.8;4.5;89.3;18.8;2022;51
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.4;11.9;3.8;89.5;9;2022;52
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.3;11.1;5.1;94;6.7;2021;1
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8;12.6;4.7;91.4;12.6;2021;2
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.7;12.3;4.6;92;9.4;2021;3
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.6;12.5;3.5;87.7;5;2021;4
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.7;13.7;5.2;88.7;24.7;2021;5
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.8;12;4.5;90.8;11.9;2021;6
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;6.1;11.8;0.2;80.1;0;2021;7
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.6;13.5;4.7;86;19.4;2021;8
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.1;12.5;5.3;92.2;26.4;2021;9
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.5;11.9;4.7;93.7;11.3;2021;10
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7;11.6;3.8;90.7;11.2;2021;11
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.7;12.7;4.3;91.5;18.9;2021;12
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.3;13.1;5;88.8;17;2021;13
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.2;12.3;5.6;90.7;16.1;2021;14
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.5;13.5;4.1;86;7.4;2021;15
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.3;12.9;1.9;83.6;2.3;2021;16
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;6.4;12.4;1;79.7;0;2021;17
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.5;12.5;3.5;84.7;2.8;2021;18
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.9;12.8;3.7;79.1;0.8;2021;19
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;6.1;13.4;-1.3;68.7;0;2021;20
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;6.8;12;2.3;78.4;3.9;2021;21
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.3;12.8;2.6;76.3;1.6;2021;22
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;6;12.4;-0.3;63.9;0;2021;23
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;6.7;12.2;1.7;72.6;1.4;2021;24
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.1;12.2;1.8;68.5;2;2021;25
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;6.1;13;-0.7;58.4;0.1;2021;26
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;6.7;14;-0.7;57.9;0.3;2021;27
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.7;13.1;2.5;68;1.2;2021;28
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.2;13.3;1.4;68.2;1.6;2021;29
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;6.9;12.1;2.4;72.7;1.1;2021;30
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;6.6;12.6;1.3;72.8;2.4;2021;31
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.6;13.4;2.5;63.3;0.1;2021;32
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.1;13.5;0.7;67.6;0;2021;33
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;6.9;13.1;1;70.9;1.2;2021;34
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.9;14.3;1.6;69.7;1.1;2021;35
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.6;12.7;2.9;81.8;4;2021;36
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.2;13.4;3.6;75.8;1.7;2021;37
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.1;13.1;3.8;80.5;9.7;2021;38
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.2;13.3;3;80;2.8;2021;39
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.2;13;4.3;82.8;3.4;2021;40
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;9.1;14.7;4.2;76;1.3;2021;41
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.3;13.4;3.6;79.4;3;2021;42
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.1;14;2.6;75.6;1.8;2021;43
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.5;13.1;2.1;78.6;1.2;2021;44
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.7;13.5;2.3;71.9;1.3;2021;45
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.8;13.3;2.3;70.7;1.1;2021;46
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.1;12.7;5.1;85.4;16.4;2021;47
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.6;12.4;3.8;85.7;3.5;2021;48
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.6;12.6;6.1;90.4;17.4;2021;49
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.3;12.5;2.6;80.3;0.9;2021;50
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.5;13.2;2;77.5;3.3;2021;51
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.9;14;4.4;81.1;6.3;2021;52
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.8;12.6;2.8;88.3;3.1;2020;1
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.7;12.9;2.7;85.7;12.6;2020;2
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;9.3;14.2;5;85.2;33.1;2020;3
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.6;12.9;6.1;92.3;22;2020;4
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.7;12.9;5.7;92.4;7.2;2020;5
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.6;12.7;5.5;90.1;17.8;2020;6
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;9;13.1;5.9;90.7;22.1;2020;7
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;9.6;14;6.6;88.7;44.9;2020;8
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.5;12.7;5.6;90.6;17.1;2020;9
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;9.6;14;6.4;89.6;13.3;2020;10
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.4;13;4.7;88.8;14.3;2020;11
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.8;11.7;5.3;92.5;8.8;2020;12
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.2;12.3;5;90.9;9;2020;13
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.7;13.1;5.2;86.7;14.8;2020;14
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.6;14;3.8;83.4;4.3;2020;15
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;6.3;12.2;0.3;80.9;1.4;2020;16
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.7;12.7;3.1;84.9;1.1;2020;17
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;9;13.5;5.1;85.8;9.2;2020;18
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.4;13;4.7;86.7;7.9;2020;19
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7;13.2;0.6;76.9;0.1;2020;20
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.7;13.1;2.7;68.9;0;2020;21
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.4;12.8;1.8;77.1;0.6;2020;22
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;6.7;12.3;2.1;74.9;0.4;2020;23
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.7;13.7;2.2;76.5;0.6;2020;24
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.1;14.3;2.2;68.3;0;2020;25
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;6.6;13.5;-0.5;68;0;2020;26
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;6;14;-2;56.7;0.4;2020;27
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;6.1;13.1;-0.6;55.9;0;2020;28
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.5;14.3;0.9;64.2;0.8;2020;29
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;6.8;14;-0.5;57;0.4;2020;30
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.6;15.2;0;54.7;0;2020;31
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.4;16;0.2;48.9;0;2020;32
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;6.9;14;-0.1;54.9;0.5;2020;33
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.7;14.2;2;58.4;0.1;2020;34
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.5;14.3;3.6;65;0.1;2020;35
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.8;14.3;4.3;69.3;2.1;2020;36
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.4;13.6;3.5;75.2;5;2020;37
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.8;12.9;3.5;74.4;2.6;2020;38
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.4;14.4;3.2;69.6;1.7;2020;39
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.9;12.9;3.7;77.3;6.9;2020;40
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.7;14.2;3.3;73.3;3;2020;41
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.4;13.6;4;79.6;12.7;2020;42
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.9;13.3;2.7;76.4;5.2;2020;43
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.6;13.4;2.1;79;5;2020;44
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.1;13.4;3.2;77.5;2.2;2020;45
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8;14;1.3;74;0.3;2020;46
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8;14.1;2.4;75.3;0.2;2020;47
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;9.9;15.1;4.8;73;4.5;2020;48
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.5;13.1;5.6;89.6;23.3;2020;49
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.2;12.6;5;91;11.2;2020;50
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.4;13;4.9;89;12.2;2020;51
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.9;12.3;5;91.7;10.4;2020;52
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;6.8;10.2;4.3;93.1;4.8;2020;53
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;9.3;13.7;5.3;84.2;7;2019;1
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.6;11.6;4;88.7;1.4;2019;2
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.4;12.8;5.2;90.2;48.1;2019;3
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;9.5;14.4;5.9;86.5;55.6;2019;4
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.3;12.6;5.1;90.1;21.4;2019;5
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.6;12.4;5.7;90.5;25;2019;6
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.9;13;5.6;88.3;34.6;2019;7
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.7;13.1;5.8;90.1;18.2;2019;8
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.1;12.5;5.3;92.9;12.1;2019;9
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.8;13.2;4.8;89.5;13.6;2019;10
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.9;13.4;5.7;90.6;14.4;2019;11
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.3;12.4;5.2;89.8;6.6;2019;12
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.5;12.9;5.2;89.1;7.9;2019;13
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.8;12.8;3.2;84.5;3;2019;14
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8;13.1;3.5;88;4.1;2019;15
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.7;13.2;4.9;87.8;5.2;2019;16
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.3;13.3;3.7;88.5;2.8;2019;17
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.1;13.3;3.1;84.2;6;2019;18
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.3;13.7;3.4;82;4;2019;19
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.6;12.6;2.7;80;0.2;2019;20
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;6.9;12.9;0.3;72;0.2;2019;21
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.5;13.5;0.7;71.5;0;2019;22
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.8;14.5;1.2;69.3;0;2019;23
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.6;13.5;1.5;74.4;0.7;2019;24
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8;14.8;1.5;67.2;0.4;2019;25
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;6.9;13.5;0.5;61.1;0.7;2019;26
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.5;14.4;0.7;63.3;0.3;2019;27
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7;13.8;0.3;66.1;0.4;2019;28
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.3;12.8;1.8;70.2;0.8;2019;29
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;6.5;12.6;0.4;65.6;0.7;2019;30
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.8;14.3;0.9;64.5;0.1;2019;31
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.6;14.6;0.2;57.2;0;2019;32
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.4;15.1;1.1;58.8;0;2019;33
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.4;14.3;2.6;67.7;0.9;2019;34
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.1;14.8;0.6;59.7;0.3;2019;35
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.9;13.2;3.1;73.8;2.2;2019;36
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.8;13;3.2;70.5;1.3;2019;37
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.5;13.8;3.3;76.2;0.8;2019;38
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;9.1;14.7;3.3;75.1;0.9;2019;39
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.2;11.9;3;83;0.4;2019;40
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.5;14.3;0.3;64.6;0;2019;41
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.1;12.9;4;76.6;3.3;2019;42
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.1;14.2;2;72.6;0.4;2019;43
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;9;14.2;4.6;81;4.6;2019;44
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.9;13.1;5.5;86.5;2.5;2019;45
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8;12.9;3.5;83;3.1;2019;46
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.2;12.4;4.8;86.1;4.5;2019;47
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;9;13.5;4.9;84.4;11.7;2019;48
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.2;12.4;5;88.1;4.3;2019;49
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.7;12.3;3.6;87.3;2;2019;50
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.6;12.8;5.1;89.1;14.1;2019;51
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;9.4;13.7;5.7;87.4;5.7;2019;52
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7;11.3;4.2;91.6;9.7;2018;1
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.2;11.3;4.2;91.3;13.3;2018;2
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.3;12.2;3.7;90.7;22.4;2018;3
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8;12.4;4.6;86.9;16.3;2018;4
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.3;13.2;3.1;84.4;7.5;2018;5
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8;12.4;4;89.5;6.8;2018;6
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.3;12.8;5.5;90.5;15.7;2018;7
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.1;11.2;4.1;92.5;1.8;2018;8
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;7.4;12.1;4.5;93.1;14.2;2018;9
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.5;13.3;5.2;88.5;26.2;2018;10
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.7;13.2;5.7;90.9;17.7;2018;11
HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;90615;8.1;12.1;5.3;91.2;18.8;2018;12
